date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:31	221236/221236	---MCZ	200	added ('OK')	text/html	etag:W/%22a2c5ca2e12dbd0dbbc2581c166b9380d%22	https://anvogue-html.vercel.app/fashion4.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion4.html	(from https://anvogue-html.vercel.app/index.html)
18:39:31	210387/210387	---MCZ	200	added ('OK')	text/html	etag:W/%22a3ea9edabfdad6d09f06d27a2e52732e%22	https://anvogue-html.vercel.app/fashion5.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion5.html	(from https://anvogue-html.vercel.app/index.html)
18:39:32	234388/234388	---MCZ	200	added ('OK')	text/html	etag:W/%22253d884b79bee378a9ba365bc46043b1%22	https://anvogue-html.vercel.app/fashion6.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion6.html	(from https://anvogue-html.vercel.app/index.html)
18:39:32	257659/257659	---MCZ	200	added ('OK')	text/html	etag:W/%229db5c819b642eb0c60b44c6d914c1395%22	https://anvogue-html.vercel.app/fashion7.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion7.html	(from https://anvogue-html.vercel.app/index.html)
18:39:33	218547/218547	---MCZ	200	added ('OK')	text/html	etag:W/%224a5a2ccb346ec8a317f77493329d2926%22	https://anvogue-html.vercel.app/fashion8.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion8.html	(from https://anvogue-html.vercel.app/index.html)
18:39:33	218677/218677	---MCZ	200	added ('OK')	text/html	etag:W/%22cf20c2cb48fa1ef415d43f1599edbd4e%22	https://anvogue-html.vercel.app/fashion9.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion9.html	(from https://anvogue-html.vercel.app/index.html)
18:39:33	216195/216195	---MCZ	200	added ('OK')	text/html	etag:W/%22aa349a73b230ce8a4e5385e4d81aa21f%22	https://anvogue-html.vercel.app/fashion10.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion10.html	(from https://anvogue-html.vercel.app/index.html)
18:39:34	225076/225076	---MCZ	200	added ('OK')	text/html	etag:W/%22df388436d99a36b48fcf5648e0a5e879%22	https://anvogue-html.vercel.app/fashion11.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/fashion11.html	(from https://anvogue-html.vercel.app/index.html)
18:39:34	236386/236386	---MCZ	200	added ('OK')	text/html	etag:W/%22a15e66dc5ad581621250a7ec897c9b93%22	https://anvogue-html.vercel.app/underwear.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/underwear.html	(from https://anvogue-html.vercel.app/index.html)
18:39:34	243529/243529	---MCZ	200	added ('OK')	text/html	etag:W/%2295ccc4ea23116a8b786d9b8ea881d17e%22	https://anvogue-html.vercel.app/cosmetic1.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/cosmetic1.html	(from https://anvogue-html.vercel.app/index.html)
18:39:35	224901/224901	---MCZ	200	added ('OK')	text/html	etag:W/%2282ea7fa1502fea80433a337ba39b9bce%22	https://anvogue-html.vercel.app/cosmetic2.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/cosmetic2.html	(from https://anvogue-html.vercel.app/index.html)
18:39:35	212907/212907	---MCZ	200	added ('OK')	text/html	etag:W/%22c0e0436cb3ebd1d8465454b60c289089%22	https://anvogue-html.vercel.app/cosmetic3.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/cosmetic3.html	(from https://anvogue-html.vercel.app/index.html)
18:39:36	213281/213281	---MCZ	200	added ('OK')	text/html	etag:W/%2234a5e7a35e5d8659fe027cebde6b5f4e%22	https://anvogue-html.vercel.app/pet.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/pet.html	(from https://anvogue-html.vercel.app/index.html)
18:39:36	210846/210846	---MCZ	200	added ('OK')	text/html	etag:W/%22d0d80d7c1208b2024371fb7e996cf2bc%22	https://anvogue-html.vercel.app/jewelry.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/jewelry.html	(from https://anvogue-html.vercel.app/index.html)
18:39:36	206261/206261	---MCZ	200	added ('OK')	text/html	etag:W/%22c3d05e8330912092a8533390adbacea3%22	https://anvogue-html.vercel.app/furniture.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/furniture.html	(from https://anvogue-html.vercel.app/index.html)
18:39:37	239237/239237	---MCZ	200	added ('OK')	text/html	etag:W/%229465594c009b55293a28f0ca28f51e3e%22	https://anvogue-html.vercel.app/watch.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/watch.html	(from https://anvogue-html.vercel.app/index.html)
18:39:37	221095/221095	---MCZ	200	added ('OK')	text/html	etag:W/%22573eb16564f30fe93bdd07973037db18%22	https://anvogue-html.vercel.app/toys.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/toys.html	(from https://anvogue-html.vercel.app/index.html)
18:39:38	210985/210985	---MCZ	200	added ('OK')	text/html	etag:W/%2214e239a2f2bf1136068090ffe1b76cce%22	https://anvogue-html.vercel.app/yoga.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/yoga.html	(from https://anvogue-html.vercel.app/index.html)
18:39:38	219103/219103	---MCZ	200	added ('OK')	text/html	etag:W/%22a5c752355c83c0e7dec32bc3fe25a35f%22	https://anvogue-html.vercel.app/organic.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/organic.html	(from https://anvogue-html.vercel.app/index.html)
18:39:38	254941/254941	---MCZ	200	added ('OK')	text/html	etag:W/%22b3040b05c6b12c3feea79351965114f4%22	https://anvogue-html.vercel.app/marketplace.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/marketplace.html	(from https://anvogue-html.vercel.app/index.html)
18:39:39	208063/208063	---MCZ	200	added ('OK')	text/html	etag:W/%22a8983f6274de9e32850b75f881f419b8%22	https://anvogue-html.vercel.app/shop-breadcrumb1.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-breadcrumb1.html	(from https://anvogue-html.vercel.app/index.html)
18:39:39	386996/386996	---M--	200	added ('OK')	image/png	etag:%2228ae6674e36fcd2c48fd31499bbb2cc7%22	https://anvogue-html.vercel.app/assets/images/slider/bg2-2.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/slider/bg2-2.png	(from https://anvogue-html.vercel.app/index.html)
18:39:40	51080/51080	---M--	200	added ('OK')	image/png	etag:%223df79a276f8a9db70d335ab819ea4e2a%22	https://anvogue-html.vercel.app/assets/images/other/bg-feature.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/other/bg-feature.png	(from https://anvogue-html.vercel.app/index.html)
18:39:40	210610/210610	---MCZ	200	added ('OK')	text/html	etag:W/%224f3f1575cc4fa6b000d42fc7c5cf2f60%22	https://anvogue-html.vercel.app/shop-breadcrumb-img.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-breadcrumb-img.html	(from https://anvogue-html.vercel.app/index.html)
18:39:41	206741/206741	---MCZ	200	added ('OK')	text/html	etag:W/%22a617e4ded0599d1acaaf5cbc2320678a%22	https://anvogue-html.vercel.app/shop-breadcrumb2.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-breadcrumb2.html	(from https://anvogue-html.vercel.app/index.html)
18:39:41	245463/245463	---MCZ	200	added ('OK')	text/html	etag:W/%222bfbb7c0c869136751aa9bb8eaf3b03e%22	https://anvogue-html.vercel.app/shop-collection.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-collection.html	(from https://anvogue-html.vercel.app/index.html)
18:39:42	211229/211229	---MCZ	200	added ('OK')	text/html	etag:W/%22156272f3e25f094bf64020f407d2d7c0%22	https://anvogue-html.vercel.app/shop-filter-canvas.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-filter-canvas.html	(from https://anvogue-html.vercel.app/index.html)
18:39:42	200432/200432	---MCZ	200	added ('OK')	text/html	etag:W/%228f3cb36980b968d23974e8ce9b71bcd7%22	https://anvogue-html.vercel.app/shop-filter-options.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-filter-options.html	(from https://anvogue-html.vercel.app/index.html)
18:39:42	210355/210355	---MCZ	200	added ('OK')	text/html	etag:W/%220ac504cbc50bbc73c417740044aecda7%22	https://anvogue-html.vercel.app/shop-filter-dropdown.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-filter-dropdown.html	(from https://anvogue-html.vercel.app/index.html)
18:39:43	208027/208027	---MCZ	200	added ('OK')	text/html	etag:W/%22a29780cebd0e4ca13e235b46237f2e15%22	https://anvogue-html.vercel.app/shop-sidebar-list.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-sidebar-list.html	(from https://anvogue-html.vercel.app/index.html)
18:39:43	210610/210610	---MCZ	200	added ('OK')	text/html	etag:W/%224f4c0ba597adcbbb9b249604236bc142%22	https://anvogue-html.vercel.app/shop-default.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-default.html	(from https://anvogue-html.vercel.app/index.html)
18:39:44	208060/208060	---MCZ	200	added ('OK')	text/html	etag:W/%221fea973e7737aaececbe61b92c76bca9%22	https://anvogue-html.vercel.app/shop-default-grid.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-default-grid.html	(from https://anvogue-html.vercel.app/index.html)
18:39:44	208027/208027	---MCZ	200	added ('OK')	text/html	etag:W/%22b59995b01deb9bc69b1c517b42a56bc6%22	https://anvogue-html.vercel.app/shop-default-list.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-default-list.html	(from https://anvogue-html.vercel.app/index.html)
18:39:44	211229/211229	---MCZ	200	added ('OK')	text/html	etag:W/%220d16844ca3fd845e111eb0c156b59c7b%22	https://anvogue-html.vercel.app/shop-fullwidth.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-fullwidth.html	(from https://anvogue-html.vercel.app/index.html)
18:39:45	211328/211328	---MCZ	200	added ('OK')	text/html	etag:W/%2288c7c6a177a621c4ddc6ea9b1722fbf0%22	https://anvogue-html.vercel.app/shop-square.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/shop-square.html	(from https://anvogue-html.vercel.app/index.html)
18:39:45	207732/207732	---MCZ	200	added ('OK')	text/html	etag:W/%228627184fc14d79367316a0c4ad339ae1%22	https://anvogue-html.vercel.app/checkout.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/checkout.html	(from https://anvogue-html.vercel.app/index.html)
18:39:46	78806/78806	---MCZ	200	added ('OK')	text/html	etag:W/%22dbecc0f82d3251f4328b87a8ec51a691%22	https://anvogue-html.vercel.app/checkout2.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/checkout2.html	(from https://anvogue-html.vercel.app/index.html)
18:39:46	195114/195114	---MCZ	200	added ('OK')	text/html	etag:W/%227bbe6c848258778c536bd59dffc2eeb6%22	https://anvogue-html.vercel.app/wishlist.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/wishlist.html	(from https://anvogue-html.vercel.app/index.html)
18:39:46	191172/191172	---MCZ	200	added ('OK')	text/html	etag:W/%22613889135e725b577b71d650c9b105f3%22	https://anvogue-html.vercel.app/search-result.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/search-result.html	(from https://anvogue-html.vercel.app/index.html)
18:39:47	200071/200071	---MCZ	200	added ('OK')	text/html	etag:W/%22dffc5ae89dec95de4dd5fe92950acc3d%22	https://anvogue-html.vercel.app/cart.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/cart.html	(from https://anvogue-html.vercel.app/index.html)
18:39:47	192479/192479	---MCZ	200	added ('OK')	text/html	etag:W/%22e5d0ce696816281159b5a4887fdadf4f%22	https://anvogue-html.vercel.app/login.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/login.html	(from https://anvogue-html.vercel.app/index.html)
18:39:48	191623/191623	---MCZ	200	added ('OK')	text/html	etag:W/%224b4e08195e9f173d213919cfd513dccf%22	https://anvogue-html.vercel.app/forgot-password.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/forgot-password.html	(from https://anvogue-html.vercel.app/index.html)
18:39:48	192007/192007	---MCZ	200	added ('OK')	text/html	etag:W/%22ca8a04d54952ec40078f44ff46b3b333%22	https://anvogue-html.vercel.app/order-tracking.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/order-tracking.html	(from https://anvogue-html.vercel.app/index.html)
18:39:49	245306/245306	---MCZ	200	added ('OK')	text/html	etag:W/%22198107a6a8fca820e375ca0b4215c364%22	https://anvogue-html.vercel.app/my-account.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/my-account.html	(from https://anvogue-html.vercel.app/index.html)
18:39:49	853120/853120	---M--	200	added ('OK')	image/png	etag:%22743633bddfc886c37e4511ca3ecedfbf%22	https://anvogue-html.vercel.app/assets/images/product/fashion/1-1.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/product/fashion/1-1.png	(from https://anvogue-html.vercel.app/index.html)
18:39:50	1540357/1540357	---M--	200	added ('OK')	image/png	etag:%22743a8d41c4da751ae0a7bd3393e146fa%22	https://anvogue-html.vercel.app/assets/images/product/fashion/1-2.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/product/fashion/1-2.png	(from https://anvogue-html.vercel.app/index.html)
18:39:50	942358/942358	---M--	200	added ('OK')	image/png	etag:%2242082f0e1ec2a3ac4f0b7fc4333da34b%22	https://anvogue-html.vercel.app/assets/images/product/fashion/3-1.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/product/fashion/3-1.png	(from https://anvogue-html.vercel.app/index.html)
18:39:51	970393/970393	---M--	200	added ('OK')	image/png	etag:%229361e21e1c6558433c6fed8b2d41db1a%22	https://anvogue-html.vercel.app/assets/images/product/fashion/3-2.png	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/assets/images/product/fashion/3-2.png	(from https://anvogue-html.vercel.app/index.html)
18:39:51	283316/283316	---MCZ	200	added ('OK')	text/html	etag:W/%2232bf279b0681010542a720d1ab2e27a0%22	https://anvogue-html.vercel.app/product-default.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-default.html	(from https://anvogue-html.vercel.app/index.html)
18:39:51	246245/246245	---MCZ	200	added ('OK')	text/html	etag:W/%223223aa01d8dd1f3b1a6733660638cf4e%22	https://anvogue-html.vercel.app/product-sale.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-sale.html	(from https://anvogue-html.vercel.app/index.html)
18:39:51	250539/250539	---MCZ	200	added ('OK')	text/html	etag:W/%2268cee378ec0e68a66c2aaeac854e04f0%22	https://anvogue-html.vercel.app/product-countdown-timer.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-countdown-timer.html	(from https://anvogue-html.vercel.app/index.html)
18:39:52	259118/259118	---MCZ	200	added ('OK')	text/html	etag:W/%227c1889404ad059ad1a6b560071e9f1c3%22	https://anvogue-html.vercel.app/product-grouped.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-grouped.html	(from https://anvogue-html.vercel.app/index.html)
18:39:52	253235/253235	---MCZ	200	added ('OK')	text/html	etag:W/%227f6429bcf8e2562a518592686210acd6%22	https://anvogue-html.vercel.app/product-bought-together.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-bought-together.html	(from https://anvogue-html.vercel.app/index.html)
18:39:53	247777/247777	---MCZ	200	added ('OK')	text/html	etag:W/%227baa9b4a6ec1b1b2ac3335769da4b576%22	https://anvogue-html.vercel.app/product-out-of-stock.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-out-of-stock.html	(from https://anvogue-html.vercel.app/index.html)
18:39:53	247272/247272	---MCZ	200	added ('OK')	text/html	etag:W/%22caf6d9f5351a213bb21e1611102edc1f%22	https://anvogue-html.vercel.app/product-variable.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-variable.html	(from https://anvogue-html.vercel.app/index.html)
18:39:53	247361/247361	---MCZ	200	added ('OK')	text/html	etag:W/%2244b45c0ddd2a7dd73da27d98409b6d4f%22	https://anvogue-html.vercel.app/product-external.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-external.html	(from https://anvogue-html.vercel.app/index.html)
18:39:54	251695/251695	---MCZ	200	added ('OK')	text/html	etag:W/%22cbb5d2556ea865279315641b4f1bea61%22	https://anvogue-html.vercel.app/product-on-sale.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-on-sale.html	(from https://anvogue-html.vercel.app/index.html)
18:39:54	265130/265130	---MCZ	200	added ('OK')	text/html	etag:W/%22ce360583ba6b503fb3d42c558769cb07%22	https://anvogue-html.vercel.app/product-discount.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-discount.html	(from https://anvogue-html.vercel.app/index.html)
18:39:55	254163/254163	---MCZ	200	added ('OK')	text/html	etag:W/%22e7de2ebb9465340fa99433fb09dddfe2%22	https://anvogue-html.vercel.app/product-sidebar.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-sidebar.html	(from https://anvogue-html.vercel.app/index.html)
18:39:55	246954/246954	---MCZ	200	added ('OK')	text/html	etag:W/%2204ab8ab56de8c229b85c953004b62383%22	https://anvogue-html.vercel.app/product-fixed-price.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-fixed-price.html	(from https://anvogue-html.vercel.app/index.html)
18:39:55	283332/283332	---MCZ	200	added ('OK')	text/html	etag:W/%22411ed914c5c4b324ef14c1d48f788ffe%22	https://anvogue-html.vercel.app/product-thumbnail-left.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-thumbnail-left.html	(from https://anvogue-html.vercel.app/index.html)
18:39:56	246286/246286	---MCZ	200	added ('OK')	text/html	etag:W/%222fae41cae701061ca6eda49729164ae2%22	https://anvogue-html.vercel.app/product-thumbnail-bottom.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-thumbnail-bottom.html	(from https://anvogue-html.vercel.app/index.html)
18:39:56	250549/250549	---MCZ	200	added ('OK')	text/html	etag:W/%22f857c456139a97ffb31b3728145649e1%22	https://anvogue-html.vercel.app/product-one-scrolling.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-one-scrolling.html	(from https://anvogue-html.vercel.app/index.html)
18:39:57	259144/259144	---MCZ	200	added ('OK')	text/html	etag:W/%226bcafb7a2da71302811799c8dd52256c%22	https://anvogue-html.vercel.app/product-two-scrolling.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-two-scrolling.html	(from https://anvogue-html.vercel.app/index.html)
18:39:57	247293/247293	---MCZ	200	added ('OK')	text/html	etag:W/%22c21209298f22a22083e8005c193c6d04%22	https://anvogue-html.vercel.app/product-combined-one.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-combined-one.html	(from https://anvogue-html.vercel.app/index.html)
18:39:58	247382/247382	---MCZ	200	added ('OK')	text/html	etag:W/%22cbb41d43cc517b37f4438ec195e794f3%22	https://anvogue-html.vercel.app/product-combined-two.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-combined-two.html	(from https://anvogue-html.vercel.app/index.html)
18:39:58	219751/219751	---MCZ	200	added ('OK')	text/html	etag:W/%22a4ca90ecb33b24ad24a0df334155fb90%22	https://anvogue-html.vercel.app/product-style1.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-style1.html	(from https://anvogue-html.vercel.app/index.html)
18:39:58	218950/218950	---MCZ	200	added ('OK')	text/html	etag:W/%2230eaf77bacc8c0f57c1b3c049d9e26bd%22	https://anvogue-html.vercel.app/product-style2.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-style2.html	(from https://anvogue-html.vercel.app/index.html)
18:39:59	219809/219809	---MCZ	200	added ('OK')	text/html	etag:W/%222f45943cb17906f1dfe36675785f24f2%22	https://anvogue-html.vercel.app/product-style3.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-style3.html	(from https://anvogue-html.vercel.app/index.html)
18:39:59	218557/218557	---MCZ	200	added ('OK')	text/html	etag:W/%2208629075ee00d9252e66f424107e3a49%22	https://anvogue-html.vercel.app/product-style4.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-style4.html	(from https://anvogue-html.vercel.app/index.html)
18:40:00	219610/219610	---MCZ	200	added ('OK')	text/html	etag:W/%220cde5c9c49668bb7d6d41f579811995f%22	https://anvogue-html.vercel.app/product-style5.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/product-style5.html	(from https://anvogue-html.vercel.app/index.html)
18:40:00	197561/197561	---MCZ	200	added ('OK')	text/html	etag:W/%22c3a083d4e57a618583a2e692b5d0d08d%22	https://anvogue-html.vercel.app/blog-default.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/blog-default.html	(from https://anvogue-html.vercel.app/index.html)
18:40:01	197549/197549	---MCZ	200	added ('OK')	text/html	etag:W/%2276fbfcb8af8ddb1410ed1a35f81fb0e1%22	https://anvogue-html.vercel.app/blog-list.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/blog-list.html	(from https://anvogue-html.vercel.app/index.html)
18:40:01	190338/190338	---MCZ	200	added ('OK')	text/html	etag:W/%2223aceee5684c405a0d22b78a219a738e%22	https://anvogue-html.vercel.app/blog-grid.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/blog-grid.html	(from https://anvogue-html.vercel.app/index.html)
18:40:02	200301/200301	---MCZ	200	added ('OK')	text/html	etag:W/%22e49c624f15c4a56d390d73a8cb998e47%22	https://anvogue-html.vercel.app/blog-detail1.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/blog-detail1.html	(from https://anvogue-html.vercel.app/index.html)
18:40:02	222173/222173	---MCZ	200	added ('OK')	text/html	etag:W/%22d6979e2fde769d024fe1ef7a4748f4fc%22	https://anvogue-html.vercel.app/blog-detail2.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/blog-detail2.html	(from https://anvogue-html.vercel.app/index.html)
18:40:02	204214/204214	---MCZ	200	added ('OK')	text/html	etag:W/%2248e364c42d44843e8c4c59233301c429%22	https://anvogue-html.vercel.app/about.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/about.html	(from https://anvogue-html.vercel.app/index.html)
18:40:03	193120/193120	---MCZ	200	added ('OK')	text/html	etag:W/%2211c32ea1e8e810c21ecf5ac47808abd6%22	https://anvogue-html.vercel.app/contact.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/contact.html	(from https://anvogue-html.vercel.app/index.html)
18:40:03	201428/201428	---MCZ	200	added ('OK')	text/html	etag:W/%2270d8dbbf20a45581f214b56403734bb7%22	https://anvogue-html.vercel.app/store-list.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/store-list.html	(from https://anvogue-html.vercel.app/index.html)
18:40:05	188419/188419	---MCZ	200	added ('OK')	text/html	etag:W/%22fefcc1660608e6a7b8a8ba21077ef732%22	https://anvogue-html.vercel.app/page-not-found.html	C:/Users/monuk/Downloads/Shooping%20Site/anvogue-html.vercel.app/page-not-found.html	(from https://anvogue-html.vercel.app/index.html)
